3, 0.000003, 0.000001
4, 0.000001, 0.000000
5, 0.000000, 0.000001
6, 0.000000, 0.000000
7, 0.000000, 0.000000
8, 0.000001, 0.000000
9, 0.000001, 0.000000
10, 0.000000, 0.000001
11, 0.000000, 0.000001
12, 0.000001, 0.000001
13, 0.000001, 0.000000
14, 0.000000, 0.000001
15, 0.000000, 0.000001
16, 0.000002, 0.000001
17, 0.000001, 0.000001
18, 0.000001, 0.000001
19, 0.000001, 0.000001
20, 0.000001, 0.000001
21, 0.000001, 0.000001
22, 0.000001, 0.000001
23, 0.000001, 0.000001
24, 0.000001, 0.000001
25, 0.000001, 0.000002
26, 0.000001, 0.000001
27, 0.000001, 0.000002
28, 0.000001, 0.000001
29, 0.000001, 0.000001
30, 0.000001, 0.000001
31, 0.000001, 0.000002
32, 0.000001, 0.000001
33, 0.000001, 0.000002
34, 0.000001, 0.000001
35, 0.000001, 0.000001
36, 0.000001, 0.000001
37, 0.000001, 0.000001
38, 0.000001, 0.000002
39, 0.000001, 0.000001
40, 0.000001, 0.000002
41, 0.000002, 0.000002
42, 0.000002, 0.000002
43, 0.000001, 0.000002
44, 0.000001, 0.000001
45, 0.000001, 0.000002
46, 0.000001, 0.000002
47, 0.000001, 0.000002
48, 0.000002, 0.000002
49, 0.000001, 0.000003
50, 0.000001, 0.000002
51, 0.000002, 0.000003
52, 0.000002, 0.000003
53, 0.000001, 0.000002
54, 0.000001, 0.000002
55, 0.000002, 0.000003
56, 0.000002, 0.000002
57, 0.000001, 0.000003
58, 0.000002, 0.000002
59, 0.000002, 0.000002
60, 0.000002, 0.000002
61, 0.000002, 0.000002
62, 0.000002, 0.000003
63, 0.000002, 0.000003
64, 0.000001, 0.000003
65, 0.000002, 0.000002
66, 0.000002, 0.000002
67, 0.000002, 0.000003
68, 0.000002, 0.000003
69, 0.000002, 0.000003
70, 0.000002, 0.000003
71, 0.000002, 0.000003
72, 0.000002, 0.000003
73, 0.000002, 0.000003
74, 0.000002, 0.000003
75, 0.000001, 0.000003
76, 0.000002, 0.000003
77, 0.000002, 0.000003
78, 0.000002, 0.000003
79, 0.000002, 0.000003
80, 0.000002, 0.000004
81, 0.000002, 0.000003
82, 0.000002, 0.000004
83, 0.000002, 0.000003
84, 0.000002, 0.000003
85, 0.000002, 0.000003
86, 0.000002, 0.000004
87, 0.000002, 0.000004
88, 0.000002, 0.000004
89, 0.000003, 0.000003
90, 0.000001, 0.000003
91, 0.000002, 0.000003
92, 0.000002, 0.000003
93, 0.000001, 0.000003
94, 0.000002, 0.000004
95, 0.000002, 0.000004
96, 0.000002, 0.000003
97, 0.000002, 0.000003
98, 0.000002, 0.000003
99, 0.000002, 0.000004
100, 0.000002, 0.000004
101, 0.000002, 0.000004
102, 0.000002, 0.000004
103, 0.000002, 0.000003
104, 0.000002, 0.000004
105, 0.000002, 0.000003
106, 0.000002, 0.000004
107, 0.000002, 0.000004
108, 0.000002, 0.000004
109, 0.000002, 0.000004
110, 0.000002, 0.000004
111, 0.000002, 0.000004
112, 0.000002, 0.000004
113, 0.000002, 0.000003
114, 0.000003, 0.000004
115, 0.000002, 0.000004
116, 0.000002, 0.000004
117, 0.000002, 0.000004
118, 0.000002, 0.000004
119, 0.000002, 0.000004
120, 0.000003, 0.000004
121, 0.000002, 0.000004
122, 0.000002, 0.000005
123, 0.000002, 0.000004
124, 0.000003, 0.000004
125, 0.000003, 0.000004
126, 0.000003, 0.000004
127, 0.000003, 0.000005
128, 0.000002, 0.000005
