3, 0.000000
4, 0.000000
5, 0.000001
6, 0.000002
7, 0.000002
8, 0.000001
9, 0.000001
10, 0.000001
11, 0.000002
12, 0.000002
13, 0.000002
14, 0.000003
15, 0.000003
16, 0.000003
17, 0.000005
18, 0.000005
19, 0.000005
20, 0.000006
21, 0.000006
22, 0.000007
23, 0.000007
24, 0.000008
25, 0.000009
26, 0.000009
27, 0.000010
28, 0.000010
29, 0.000011
30, 0.000012
31, 0.000013
32, 0.000014
33, 0.000015
34, 0.000016
35, 0.000017
36, 0.000019
37, 0.000020
38, 0.000020
39, 0.000022
40, 0.000023
41, 0.000024
42, 0.000025
43, 0.000026
44, 0.000027
45, 0.000029
46, 0.000030
47, 0.000031
48, 0.000032
49, 0.000034
50, 0.000035
51, 0.000037
52, 0.000038
53, 0.000038
54, 0.000041
55, 0.000042
56, 0.000044
57, 0.000044
58, 0.000046
59, 0.000048
60, 0.000049
61, 0.000052
62, 0.000054
63, 0.000056
64, 0.000056
65, 0.000059
66, 0.000061
67, 0.000062
68, 0.000063
69, 0.000064
70, 0.000069
71, 0.000070
72, 0.000072
73, 0.000072
74, 0.000074
75, 0.000078
76, 0.000077
77, 0.000080
78, 0.000085
79, 0.000087
80, 0.000089
81, 0.000089
82, 0.000091
83, 0.000092
84, 0.000095
85, 0.000098
86, 0.000100
87, 0.000102
88, 0.000104
89, 0.000207
90, 0.000109
91, 0.000111
92, 0.000114
93, 0.000116
94, 0.000118
95, 0.000121
96, 0.000124
97, 0.000127
98, 0.000130
99, 0.000132
